"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:5cwN1htZyoWqZCc33f3RfE","The High Road","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","spotify:album:0X7WyEKdm5afGj1fmD7Blx","Broken Bells","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","2010-03-01","https://i.scdn.co/image/ab67616d0000b273e198b6b9c5bfe013458e8ec9","1","1","232200","https://p.scdn.co/mp3-preview/77a6780ba4f3e73b6ba6399c386bd551905a10f6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","USSM10906065","spotify:user:olivia.28","2019-01-30T21:18:35Z"
"spotify:track:2wMby9pciuGUIP8q7y4Yn6","Born To Die","spotify:artist:00FQb4jTyendYWaN8pK0wa","Lana Del Rey","spotify:album:4F5dVhgk569Du5cLfal3t5","Born To Die (Deluxe Version)","spotify:artist:00FQb4jTyendYWaN8pK0wa","Lana Del Rey","2012-01-01","https://i.scdn.co/image/ab67616d0000b273d9f65b386758b99b283f1d93","1","1","286253","https://p.scdn.co/mp3-preview/6360e515f8af4e4b16f4492c1a6671d6f5e005a6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","GBUM71111120","spotify:user:olivia.28","2019-01-30T21:19:28Z"
"spotify:track:0t2QiRkpag0fAgs9zuCPlH","Disparate Youth","spotify:artist:6Jrxnp0JgqmeUX1veU591p","Santigold","spotify:album:58ZjpgafuBeQ0JVxIt0hdr","Master of My Make-Believe","spotify:artist:6Jrxnp0JgqmeUX1veU591p","Santigold","2012-04-21","https://i.scdn.co/image/ab67616d0000b2731df652eb00ae939358d8f3b1","1","2","284400","https://p.scdn.co/mp3-preview/12c048834f5a2b36c51f85fd8e2fda9aa2cb7486?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","GBAHS1100389","spotify:user:olivia.28","2019-01-30T21:19:52Z"
"spotify:track:5XRHGXut00SrJUFmcn2lQF","All The Right Moves","spotify:artist:5Pwc4xIPtQLFEnJriah9YJ","OneRepublic","spotify:album:2pLAOZiilrhOrTQNqrF8qr","Waking Up","spotify:artist:5Pwc4xIPtQLFEnJriah9YJ","OneRepublic","2009-01-01","https://i.scdn.co/image/ab67616d0000b27377a7bd558d81172446e525bb","1","2","238000","https://p.scdn.co/mp3-preview/b113c3bf2ef1171b8f7c2c52994d23e240b3a478?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","USUM70984099","spotify:user:olivia.28","2019-02-17T19:28:22Z"
"spotify:track:4Musyaro0NM5Awx8b5c627","The Man Who Can't Be Moved","spotify:artist:3AQRLZ9PuTAozP28Skbq8V","The Script","spotify:album:51Hn2Wiq1jmUfI0BLaUhuF","The Script","spotify:artist:3AQRLZ9PuTAozP28Skbq8V","The Script","2008-09-08","https://i.scdn.co/image/ab67616d0000b273b526ba531c80ed208cd428ed","1","4","241466","https://p.scdn.co/mp3-preview/f57e04ec201a87cf73243b5279be7f5a5ee7678c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","GBARL0800144","spotify:user:olivia.28","2019-02-17T19:36:39Z"
"spotify:track:6jrMVRReY24qzCfe1BRrww","What You Know","spotify:artist:536BYVgOnRky0xjsPT96zl","Two Door Cinema Club","spotify:album:0gyRFAfY08NFv7N8RTFg9M","Tourist History","spotify:artist:536BYVgOnRky0xjsPT96zl","Two Door Cinema Club","2010-02-07","https://i.scdn.co/image/ab67616d0000b273cba7eaf46111c54eaf2faeb9","1","8","191400","","false","0","FRU700900116","spotify:user:olivia.28","2019-02-17T20:15:43Z"
"spotify:track:1KDYN3odJHnj9pqGHN3FVs","My Body","spotify:artist:4j56EQDQu5XnL7R3E9iFJT","Young the Giant","spotify:album:2ww7MYrkExsljnKhcINDse","Young The Giant (Special Edition)","spotify:artist:4j56EQDQu5XnL7R3E9iFJT","Young the Giant","2011","https://i.scdn.co/image/ab67616d0000b27351729fae66d02122c4951153","1","2","244400","https://p.scdn.co/mp3-preview/5a915036c5d8efcc9be676a62ee45d823d4f1ec1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","NLA321090396","spotify:user:olivia.28","2019-02-17T20:15:46Z"
"spotify:track:27IZXTdeGYjU6m5lTyDpmr","The Funeral","spotify:artist:0OdUWJ0sBjDrqHygGUXeCF","Band of Horses","spotify:album:4BozXZbBYOnLakhZNUv40C","Everything All The Time","spotify:artist:0OdUWJ0sBjDrqHygGUXeCF","Band of Horses","2006-03-21","https://i.scdn.co/image/ab67616d0000b27316f55490f35f318dad8b0619","1","4","322173","","false","0","USSUB0669004","spotify:user:olivia.28","2019-04-10T04:30:12Z"
"spotify:track:6M6UoxIPn4NOWW0x7JPRfv","Young Folks","spotify:artist:6u11Qbko2N2hP4lTBYjX86","Peter Bjorn and John","spotify:album:3FDYmCinR2Mx94ukKJKDew","Writer's Block","spotify:artist:6u11Qbko2N2hP4lTBYjX86","Peter Bjorn and John","2007-02-20","https://i.scdn.co/image/ab67616d0000b273db2c07b93263280a636c1567","1","3","279026","","false","0","SEBPA0600024","spotify:user:olivia.28","2019-04-10T04:45:54Z"
"spotify:track:2OHPxIbWIqwVcKBitHz4Ag","You've Got The Love","spotify:artist:1moxjboGR7GNWYIMWsRjgG","Florence + The Machine","spotify:album:2b0RKvNYk0QmSfMVz7uQRA","Lungs (Deluxe Version)","spotify:artist:1moxjboGR7GNWYIMWsRjgG","Florence + The Machine","2009-01-01","https://i.scdn.co/image/ab67616d0000b273bf8551dcf15398a87445c50f","1","13","168666","","false","0","GBUM70900237","spotify:user:olivia.28","2019-04-10T04:46:01Z"
"spotify:track:2Iq6HhIquO7JKr0KfTNLzU","My Type","spotify:artist:1dWEYMPtNmvSVaDNLgB6NV","Saint Motel","spotify:album:2r69WsAMyjbgLf8c4woaUr","My Type EP","spotify:artist:1dWEYMPtNmvSVaDNLgB6NV","Saint Motel","2014-08-16","https://i.scdn.co/image/ab67616d0000b2738ba29b297a3e252d9d3e59a2","1","1","204811","https://p.scdn.co/mp3-preview/c757c40d4c35e003ed74a79cc84c1ccc5c264005?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","GBAYE1400856","spotify:user:olivia.28","2019-04-10T04:46:21Z"
"spotify:track:70wYA8oYHoMzhRRkARoMhU","When You Were Young","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","spotify:album:4o3RJndRhHxkieQzQGhmbw","Sam's Town","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","2006-09-27","https://i.scdn.co/image/ab67616d0000b2734f87f14089217e3f70a5f39e","1","3","220426","https://p.scdn.co/mp3-preview/314efbfac26df58f98898087eaa9f56ae2dca944?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USUM70605164","spotify:user:olivia.28","2019-04-10T04:46:28Z"
"spotify:track:3Pzh926pXggbMe2ZpXyMV7","Ain't No Rest for the Wicked","spotify:artist:26T3LtbuGT1Fu9m0eRq5X3","Cage The Elephant","spotify:album:7H814Cg8HV0qpoMheYbhNn","Cage The Elephant (Expanded Edition)","spotify:artist:26T3LtbuGT1Fu9m0eRq5X3","Cage The Elephant","2009-03-24","https://i.scdn.co/image/ab67616d0000b273e4800c920780ac18d4ab6730","1","3","175493","https://p.scdn.co/mp3-preview/ada37d5b27a8c23c77d3f66c7f81d656ec3deefc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","USJI10900260","spotify:user:olivia.28","2019-04-24T19:54:45Z"
"spotify:track:3omXshBamrREltcf24gYDC","First","spotify:artist:6VDdCwrBM4qQaGxoAyxyJC","Cold War Kids","spotify:album:2H09itV5a5yUcGyk9u9HwY","Hold My Home","spotify:artist:6VDdCwrBM4qQaGxoAyxyJC","Cold War Kids","2014-10-31","https://i.scdn.co/image/ab67616d0000b273b1c18903012347d9991613da","1","2","200360","https://p.scdn.co/mp3-preview/619b9443b59edacddbf2e5ccbe394ac83ec36c05?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","USCJ81401258","spotify:user:olivia.28","2019-04-24T19:57:51Z"
"spotify:track:7w5cxTEzp1rfV3KCy0Bd5N","Home","spotify:artist:7giUHu5pv6YTZgSkxxCcgh","Edward Sharpe & The Magnetic Zeros","spotify:album:39xrkt8RILtwa9DMyLkv32","Up from Below","spotify:artist:7giUHu5pv6YTZgSkxxCcgh","Edward Sharpe & The Magnetic Zeros","2009-07-14","https://i.scdn.co/image/ab67616d0000b273e0dd719897dd60694ce7593d","1","6","303200","https://p.scdn.co/mp3-preview/6daea2ec9caa90e8fa53315f2ad8978ddde83c28?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USVR90954206","spotify:user:olivia.28","2019-04-24T19:58:09Z"
"spotify:track:6ooluO7DiEhI1zmK94nRCM","Take Me Out","spotify:artist:0XNa1vTidXlvJ2gHSsRi4A","Franz Ferdinand","spotify:album:0mUEGMT2YlzCWGeWOJjBKD","Franz Ferdinand","spotify:artist:0XNa1vTidXlvJ2gHSsRi4A","Franz Ferdinand","2004","https://i.scdn.co/image/ab67616d0000b273bf68b5be16edfc6f489a17d7","1","3","237026","","false","0","USSM10402947","spotify:user:olivia.28","2019-04-24T19:58:15Z"
"spotify:track:1MSM3Fo2fvnwVqMcz8Jhjq","Cecilia And The Satellite","spotify:artist:716ZwtZBmwROBXcFmCzfdM","Andrew McMahon in the Wilderness","spotify:album:4IVdl0FxI7cpwyLh8JWOdG","Andrew McMahon In The Wilderness","spotify:artist:716ZwtZBmwROBXcFmCzfdM","Andrew McMahon in the Wilderness","2014-10-14","https://i.scdn.co/image/ab67616d0000b2736354cef4a72ed7eac6e5820c","1","2","223879","https://p.scdn.co/mp3-preview/3915337dae96c9035c9a24598fb0f766bb5570d1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USVG21403647","spotify:user:olivia.28","2019-04-24T19:58:19Z"
"spotify:track:78J9MBkAoqfvyeEpQKJDzD","Step","spotify:artist:5BvJzeQpmsdsFp4HGUYUEx","Vampire Weekend","spotify:album:2Qi2SySN2ePZwMLDSv9Krn","Modern Vampires of the City","spotify:artist:5BvJzeQpmsdsFp4HGUYUEx","Vampire Weekend","2013-05-27","https://i.scdn.co/image/ab67616d0000b27309f8dd8bf944e66b585fe708","1","3","251626","","false","0","GBBKS1300003","spotify:user:olivia.28","2019-06-04T15:53:25Z"
"spotify:track:4HRa9ZWcmZ8JD7UySPu0wT","Don't Stop (Color on the Walls)","spotify:artist:7gP3bB2nilZXLfPHJhMdvc","Foster The People","spotify:album:7Kmmw7Z5D2UD5MVwdm10sT","Torches","spotify:artist:7gP3bB2nilZXLfPHJhMdvc","Foster The People","2011-05-23","https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5","1","4","174920","https://p.scdn.co/mp3-preview/1e894e81e8c098fed0a161278e3da876c30f99b1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USSM11101701","spotify:user:olivia.28","2019-06-09T17:27:14Z"
"spotify:track:0LtOwyZoSNZKJWHqjzADpW","Feels Like We Only Go Backwards","spotify:artist:5INjqkS1o8h1imAzPqGZBb","Tame Impala","spotify:album:3C2MFZ2iHotUQOSBzdSvM7","Lonerism","spotify:artist:5INjqkS1o8h1imAzPqGZBb","Tame Impala","2012-01-01","https://i.scdn.co/image/ab67616d0000b273370c12f82872c9cfaee80193","1","7","192960","https://p.scdn.co/mp3-preview/ad5f51028ee8013a85ee6f9bad1b83615d25094b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","AUUM71200493","spotify:user:olivia.28","2019-04-24T19:58:41Z"
"spotify:track:6vECYJHxYmm3Ydt3fF01pE","Stolen Dance","spotify:artist:1hzfo8twXdOegF3xireCYs","Milky Chance","spotify:album:5D20ZzsNB377xbshIFP9Nb","Sadnecessary","spotify:artist:1hzfo8twXdOegF3xireCYs","Milky Chance","2014-06-20","https://i.scdn.co/image/ab67616d0000b273b5d4730e54f84c66c70fe60a","1","11","313684","","false","65","DEL211300741","spotify:user:olivia.28","2019-04-24T19:58:49Z"
"spotify:track:3QzbEvmnuZIONNv82PylZb","Our Own House","spotify:artist:5ivCbtrcD5N4rD337xIb2z","MisterWives","spotify:album:726GB3GTBwPdsGr5XzOQbz","Our Own House","spotify:artist:5ivCbtrcD5N4rD337xIb2z","MisterWives","2015-02-24","https://i.scdn.co/image/ab67616d0000b2735c0c84938ec666d33ce0553d","1","1","232186","https://p.scdn.co/mp3-preview/c9cb5a3cf77285090399aaeb2d9576a78494da87?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","USUM71500009","spotify:user:olivia.28","2019-04-24T19:59:07Z"
"spotify:track:1MHYAqWWdDRePmnqORynrq","Kathleen","spotify:artist:2xaAOVImG2O6lURwqperlD","Catfish and the Bottlemen","spotify:album:0C0OFASoQC57yC12vQhCwN","The Balcony","spotify:artist:2xaAOVImG2O6lURwqperlD","Catfish and the Bottlemen","2014-09-15","https://i.scdn.co/image/ab67616d0000b273b87da477ad10e87b09b88d1e","1","2","160886","https://p.scdn.co/mp3-preview/ec66602c4d282860d27b3c0f7f0e847b5ffb618b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","GB6TW1400011","spotify:user:olivia.28","2019-04-24T19:59:23Z"
"spotify:track:43QhrhgRrH9NWy6eoUro4X","Atomic Man","spotify:artist:4kI8Ie27vjvonwaB2ePh8T","Portugal. The Man","spotify:album:6VoOCCv0bXPrTHDncJyIgF","Evil Friends","spotify:artist:4kI8Ie27vjvonwaB2ePh8T","Portugal. The Man","2013-05-31","https://i.scdn.co/image/ab67616d0000b273a1dfbbbaf24e01e0f1964d77","1","6","227253","https://p.scdn.co/mp3-preview/cd1f4a6481f4090b04d4cefcd6ceb6f6d9100451?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USAT21300534","spotify:user:olivia.28","2019-04-24T20:00:13Z"
"spotify:track:5yDkwJfbUaswNHCFGlgwJO","Up From Below","spotify:artist:7giUHu5pv6YTZgSkxxCcgh","Edward Sharpe & The Magnetic Zeros","spotify:album:39xrkt8RILtwa9DMyLkv32","Up from Below","spotify:artist:7giUHu5pv6YTZgSkxxCcgh","Edward Sharpe & The Magnetic Zeros","2009-07-14","https://i.scdn.co/image/ab67616d0000b273e0dd719897dd60694ce7593d","1","3","248960","https://p.scdn.co/mp3-preview/2ff47ac588a5c7f2f5e74f0950eba192a6735b13?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","USVR90954203","spotify:user:olivia.28","2019-05-05T21:25:09Z"
"spotify:track:1BwhFXqoIsePt21WyWIttb","I Wanna Get Better","spotify:artist:2eam0iDomRHGBypaDQLwWI","Bleachers","spotify:album:0cnNCK2xpudXjB8pzsrYy9","Strange Desire","spotify:artist:2eam0iDomRHGBypaDQLwWI","Bleachers","2014-07-14","https://i.scdn.co/image/ab67616d0000b2734849278ce9876ebea7353d66","1","4","204520","https://p.scdn.co/mp3-preview/12f5e545d7874ea00ca27ffaf55fc9bbf15fdcb2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","USRC11400200","spotify:user:olivia.28","2020-03-23T01:21:38Z"
"spotify:track:6t6oULCRS6hnI7rm0h5gwl","Some Nights","spotify:artist:5nCi3BB41mBaMH9gfr6Su0","fun.","spotify:album:7iycyHwOW2plljYIK6I1Zo","Some Nights","spotify:artist:5nCi3BB41mBaMH9gfr6Su0","fun.","2012-02-21","https://i.scdn.co/image/ab67616d0000b27305fb4e9947c6edaf3836766e","1","2","277040","https://p.scdn.co/mp3-preview/270d1a141e0493689e31d43c42b464e23583b820?cid=9950ac751e34487dbbe027c4fd7f8e99","true","71","USAT21104050","spotify:user:olivia.28","2019-05-18T15:23:12Z"
"spotify:track:1N62wozuHCvczCkY4QidpP","Over My Head (Cable Car)","spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK","The Fray","spotify:album:1IM3GwptCGYjRkzCBolyFK","How To Save A Life","spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK","The Fray","2005-09-13","https://i.scdn.co/image/ab67616d0000b27359b8b957f164ce660919f1f4","1","2","236266","https://p.scdn.co/mp3-preview/f0978588a370818de23bd9fb215c6d2e4a2b0ee6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USSM10502369","spotify:user:olivia.28","2019-05-21T17:50:55Z"
"spotify:track:4c9WmjVlQMr0s1IjbYO52Z","My Number","spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa","Foals","spotify:album:0PIR7PK8DMB4pgoxq7F9Ad","Holy Fire","spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa","Foals","2013-02-11","https://i.scdn.co/image/ab67616d0000b273e7b05d4a95e0907e63789ce7","1","3","240533","","false","0","GBAHT1200723","spotify:user:olivia.28","2019-06-04T15:36:39Z"
"spotify:track:1gk3FhAV07q9Jg77UxnVjX","Gooey","spotify:artist:4yvcSjfu4PC0CYQyLy4wSq","Glass Animals","spotify:album:14IOe7ahxQPTwUYUQX3IFi","ZABA","spotify:artist:4yvcSjfu4PC0CYQyLy4wSq","Glass Animals","2014-06-03","https://i.scdn.co/image/ab67616d0000b2737a293e6787c6d200c5077cd0","1","4","289306","https://p.scdn.co/mp3-preview/a78518fa39cb5f705bb7e5f91dfad8747bd148cd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","GBUM71400655","spotify:user:olivia.28","2019-06-04T15:49:44Z"
"spotify:track:3n69hLUdIsSa1WlRmjMZlW","Breezeblocks","spotify:artist:3XHO7cRUPCLOr6jwp8vsx5","alt-J","spotify:album:6k3vC8nep1BfqAIJ81L6OL","An Awesome Wave","spotify:artist:3XHO7cRUPCLOr6jwp8vsx5","alt-J","2012-09-18","https://i.scdn.co/image/ab67616d0000b273028c3bb4b81ee71dd73d1596","1","4","227080","https://p.scdn.co/mp3-preview/41b5f0cbf5fbe77cfbfd7adc109b44a283e08238?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","GBZUZ1200067","spotify:user:olivia.28","2019-06-04T15:52:55Z"
"spotify:track:4lY95OMGb9WxP6IYut64ir","Shake It Out","spotify:artist:1moxjboGR7GNWYIMWsRjgG","Florence + The Machine","spotify:album:5SxudoALxEAVh9l83kSebx","Ceremonials (Deluxe Edition)","spotify:artist:1moxjboGR7GNWYIMWsRjgG","Florence + The Machine","2011-01-01","https://i.scdn.co/image/ab67616d0000b273527d94ecf554774fc313bf48","1","2","277720","https://p.scdn.co/mp3-preview/1610baceaa72e2dc4bf5ca49f6a144d1fb71d51c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","GBUM71107355","spotify:user:olivia.28","2020-01-15T20:41:47Z"
"spotify:track:0Ss9wcXyyL86SgTJg1r9dI","Inside Out","spotify:artist:0K1q0nXQ8is36PzOKAMbNe","Spoon","spotify:album:27aGuncIbiQ520Sa1F4NuM","They Want My Soul","spotify:artist:0K1q0nXQ8is36PzOKAMbNe","Spoon","2014-08-04","https://i.scdn.co/image/ab67616d0000b273081657dfe2d58bac0f525224","1","2","301960","","false","0","USUG11400501","spotify:user:olivia.28","2019-06-04T15:53:43Z"
"spotify:track:4IoYz8XqqdowINzfRrFnhi","You Found Me","spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK","The Fray","spotify:album:3ibdlhMmbFPMYoWvwHCzI3","The Fray","spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK","The Fray","2009-02-02","https://i.scdn.co/image/ab67616d0000b27392b32435efed601fc8f1045d","1","3","241853","https://p.scdn.co/mp3-preview/9cfbb71ac7b2247137f25f9018820bb515c23ff1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","USSM10803009","spotify:user:olivia.28","2019-06-04T15:56:14Z"
"spotify:track:55N0YHhO55Q1lWsc4dDPcI","A World Alone","spotify:artist:163tK9Wjr9P9DmM0AVK7lm","Lorde","spotify:album:0rmhjUgoVa17LZuS8xWQ3v","Pure Heroine","spotify:artist:163tK9Wjr9P9DmM0AVK7lm","Lorde","2013-09-27","https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98","1","10","294222","https://p.scdn.co/mp3-preview/4a629c299cb2eee92ebec47af2dc9a1ca39c478c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","NZUM71300128","spotify:user:olivia.28","2019-10-19T23:04:48Z"
"spotify:track:0W4Kpfp1w2xkY3PrV714B7","Ho Hey","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:6NWYmlHxAME5KXtxrTlUxW","The Lumineers","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2012-04-03","https://i.scdn.co/image/ab67616d0000b27373cd0c903b9929d5ce7b26dd","1","5","163133","https://p.scdn.co/mp3-preview/c33540bb4add6e78feca6e0cf121fbd0d3b9e6dd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","USDMG1260805","spotify:user:olivia.28","2019-06-04T15:56:57Z"
"spotify:track:5VGlqQANWDKJFl0MBG3sg2","Use Somebody","spotify:artist:2qk9voo8llSGYcZ6xrBzKx","Kings of Leon","spotify:album:5CZR6ljD0x9fTiS4mh9wMp","Only By The Night","spotify:artist:2qk9voo8llSGYcZ6xrBzKx","Kings of Leon","2008-09-23","https://i.scdn.co/image/ab67616d0000b2732519d01c0cca06f134eeadd8","1","4","230760","https://p.scdn.co/mp3-preview/6b0e4d00b02ff767f436c2c43f9f8b2a12b35472?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USRC10800301","spotify:user:olivia.28","2019-06-04T15:57:03Z"
"spotify:track:0ll8uFnc0nANY35E0Lfxvg","Somewhere Only We Know","spotify:artist:53A0W3U0s8diEn9RhXQhVz","Keane","spotify:album:0qsT8HLvlWaSWIq8Rc95BI","Hopes And Fears","spotify:artist:53A0W3U0s8diEn9RhXQhVz","Keane","2004-01-01","https://i.scdn.co/image/ab67616d0000b273045d0a38105fbe7bde43c490","1","1","236160","https://p.scdn.co/mp3-preview/dd930314c685653272b589e764b2de48522b0a4c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","GBAAN0300664","spotify:user:olivia.28","2019-06-04T16:00:42Z"
"spotify:track:0Nk7bSn0MItonkR0GNs3mj","The Walker","spotify:artist:4AcHt3JxKy59IX7JNNlZn4","Fitz and The Tantrums","spotify:album:3IWUFJCM3CvCCQIHQ4vtRK","More Than Just a Dream (Deluxe Edition)","spotify:artist:4AcHt3JxKy59IX7JNNlZn4","Fitz and The Tantrums","2013-05-07","https://i.scdn.co/image/ab67616d0000b2735e145eb24e282b9554501a27","1","3","233133","https://p.scdn.co/mp3-preview/f597d53bffd3c03dbc494e01a9a77242eab04617?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USAT21300240","spotify:user:olivia.28","2019-06-09T17:26:43Z"
"spotify:track:1lguQJjlNrIOoOylYVZN3M","The Judge","spotify:artist:3YQKmKGau1PzlVlkL1iodx","Twenty One Pilots","spotify:album:3cQO7jp5S9qLBoIVtbkSM1","Blurryface","spotify:artist:3YQKmKGau1PzlVlkL1iodx","Twenty One Pilots","2015-05-15","https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3","1","7","297760","https://p.scdn.co/mp3-preview/fc1ed9e7cb0ee74a3e6e61f694d73d4efb0b4b64?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","USAT21500600","spotify:user:olivia.28","2019-06-11T00:29:17Z"
"spotify:track:2h8iXIwEdEnQywhFC4q5e5","Show Me What I'm Looking For","spotify:artist:0OuSnRyi1OkLPkR4AqzJwi","Carolina Liar","spotify:album:3UEZrwx6H0nszMN2g15JoD","Coming To Terms","spotify:artist:0OuSnRyi1OkLPkR4AqzJwi","Carolina Liar","2008-05-03","https://i.scdn.co/image/ab67616d0000b27311b32bddec78cb96bcd8154b","1","4","240466","https://p.scdn.co/mp3-preview/3be7e3838015b5d1b07eddbdd822c044d7ecd2de?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USAT20802459","spotify:user:olivia.28","2019-07-17T20:15:36Z"
"spotify:track:0pJTrMWCiR0TuJ5FApIqrz","Music To Walk Home By","spotify:artist:5INjqkS1o8h1imAzPqGZBb","Tame Impala","spotify:album:3C2MFZ2iHotUQOSBzdSvM7","Lonerism","spotify:artist:5INjqkS1o8h1imAzPqGZBb","Tame Impala","2012-01-01","https://i.scdn.co/image/ab67616d0000b273370c12f82872c9cfaee80193","1","5","312213","https://p.scdn.co/mp3-preview/71d61542b5903983e64a0cf05fb0cfadce48ce61?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","AUUM71200491","spotify:user:olivia.28","2019-08-02T01:49:59Z"
"spotify:track:4PwwyZBEkHcm4OTJThCzXi","Moneygrabber","spotify:artist:4AcHt3JxKy59IX7JNNlZn4","Fitz and The Tantrums","spotify:album:6v1XsTQiTP6IziGoGpTLu1","Pickin' up the Pieces","spotify:artist:4AcHt3JxKy59IX7JNNlZn4","Fitz and The Tantrums","2010-08-24","https://i.scdn.co/image/ab67616d0000b27330d3f9716967aba89f44afee","1","4","189893","https://p.scdn.co/mp3-preview/46dcc97d788d8b5b350f64b7dc4a231a9ee807f1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","US3R21001104","spotify:user:olivia.28","2019-09-10T18:50:33Z"
"spotify:track:5Az8KU81g2aLBbJN67F2CI","Mind Over Matter","spotify:artist:4j56EQDQu5XnL7R3E9iFJT","Young the Giant","spotify:album:3cSzKBfylctgJwqorcNEo2","Mind Over Matter","spotify:artist:4j56EQDQu5XnL7R3E9iFJT","Young the Giant","2014-01-17","https://i.scdn.co/image/ab67616d0000b2735d1a1b0e0f3e0fc586393092","1","5","244693","https://p.scdn.co/mp3-preview/a6a91cd13a21097f9b7c1f98711bd499648a68d2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","USAT21304149","spotify:user:olivia.28","2019-09-10T18:57:00Z"
"spotify:track:4BDnfINTlfJPmLp1UV6CXt","Female Robbery","spotify:artist:77SW9BnxLY8rJ0RciFqkHh","The Neighbourhood","spotify:album:4xkM0BwLM9H2IUcbYzpcBI","I Love You.","spotify:artist:77SW9BnxLY8rJ0RciFqkHh","The Neighbourhood","2013-04-19","https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921","1","9","209520","https://p.scdn.co/mp3-preview/2cdf4db69cec15526d861d84a7d4b3dd395b8233?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USSM11300081","spotify:user:olivia.28","2019-09-12T01:19:16Z"
"spotify:track:2zyz614fJRrqQXW1q0sY1c","Girls","spotify:artist:3mIj9lX2MWuHmhNCA7LSCW","The 1975","spotify:album:0mkOUedmYlOzCC4tOm2v0c","The 1975 (Deluxe Version)","spotify:artist:3mIj9lX2MWuHmhNCA7LSCW","The 1975","2013","https://i.scdn.co/image/ab67616d0000b273ebcc3ef64dbef8acb47e2960","1","11","254620","https://p.scdn.co/mp3-preview/fd5691afe09934a74775c44230e8cfc98716dc95?cid=9950ac751e34487dbbe027c4fd7f8e99","true","59","GBK3W1000200","spotify:user:olivia.28","2021-12-15T01:48:51Z"
